Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
675000,3.4189384,-0.14096248,68.01388888888889,0.114474535,0.26400676,0.0002596404,0.1865468,0.00043407927,0.06944444444444445,0.06944444444444445,1.0
680000,3.4189382,-0.016063306,68.04225352112677,0.019635752,0.29338625,0.00025934627,0.18644875,0.0004335989,0.07142857142857142,0.07142857142857142,1.0
685000,3.4189384,-0.15100676,67.95945945945945,0.053607736,0.28685927,0.0002590568,0.18635224,0.000433126,0.07042253521126761,0.07042253521126761,1.0
690000,3.4189382,0.1608952,68.01408450704226,0.02074109,0.25972006,0.00025875593,0.18625198,0.00043263467,0.06578947368421052,0.06578947368421052,1.0
695000,3.4189382,0.27513036,68.0,0.0874876,0.28761727,0.00025845043,0.18615012,0.00043213562,0.06944444444444445,0.06944444444444445,1.0
700000,3.4189382,0.10604782,68.0,0.020263493,0.3901933,0.00025815758,0.18605252,0.00043165736,0.0684931506849315,0.0684931506849315,1.0
705000,3.4189384,0.09021979,68.02816901408451,0.049081594,0.26382855,0.00025785508,0.18595168,0.0004311633,0.06944444444444445,0.06944444444444445,1.0
710000,3.418938,-0.17728774,67.98630136986301,0.08100931,0.25677446,0.0002575451,0.18584836,0.0004306569,0.08108108108108109,0.08108108108108109,1.0
715000,3.4189382,1.1940031,68.02816901408451,0.19023794,0.26007307,0.00025724273,0.18574756,0.00043016308,0.07042253521126761,0.07042253521126761,1.0
720000,3.4189382,-0.23838367,68.0909090909091,0.08209714,0.2789399,0.00025694876,0.18564956,0.00042968284,0.07042253521126761,0.07042253521126761,1.0
725000,3.4189382,0.020753896,68.0909090909091,0.01498827,0.31717128,0.00025665463,0.18555154,0.00042920254,0.07042253521126761,0.07042253521126761,1.0
730000,3.4189384,-0.07165617,67.98666666666666,0.08896151,0.28542662,0.00025635236,0.18545079,0.00042870885,0.06666666666666667,0.06666666666666667,1.0
735000,3.4189382,0.47462147,68.05633802816901,0.061370764,0.2881625,0.00025605017,0.18535006,0.00042821522,0.0684931506849315,0.0684931506849315,1.0
740000,3.4189382,0.44505584,68.12676056338029,0.05656209,0.25351244,0.000255768,0.18525599,0.00042775436,0.0684931506849315,0.0684931506849315,1.0
745000,3.418938,-0.104560204,68.15492957746478,0.023277618,0.28088385,0.0002554596,0.1851532,0.00042725063,0.06944444444444445,0.06944444444444445,1.0
750000,3.4189377,0.10416273,68.43055555555556,0.052836597,0.27240637,0.00025514746,0.18504915,0.00042674076,0.0821917808219178,0.0821917808219178,1.0
755000,3.4189382,0.108283475,67.97142857142858,0.012999486,0.26225635,0.00025484475,0.18494825,0.00042624635,0.05714285714285714,0.05714285714285714,1.0
760000,3.4189382,0.37388387,68.48571428571428,0.13412286,0.28496405,0.0002545506,0.18485019,0.00042576587,0.07142857142857142,0.07142857142857142,1.0
765000,3.4189382,-0.33502766,96.41304347826087,0.06916891,0.2850455,0.00025423116,0.1847437,0.00042524413,0.09803921568627451,0.09803921568627451,1.0
770000,3.4189382,0.08008127,68.26984126984127,0.011286566,0.25792137,0.0002539448,0.18464826,0.00042477646,0.07936507936507936,0.07936507936507936,1.0
775000,3.4189382,2.2513158,140.06976744186048,2.6743073,0.25440904,0.0002536506,0.18455021,0.00042429593,0.6428571428571429,0.6428571428571429,1.0
780000,3.4189382,0.6949629,78.91935483870968,0.0071866317,0.25137785,0.00025335173,0.18445057,0.0004238077,0.9047619047619048,0.9047619047619048,1.0
785000,3.4189382,0.68554425,79.04918032786885,0.008622869,0.2818575,0.00025305085,0.18435025,0.00042331626,0.9016393442622951,0.9016393442622951,1.0
790000,3.4189382,0.6932161,78.98412698412699,0.058913983,0.24968377,0.00025275414,0.18425135,0.0004228317,0.9047619047619048,0.9047619047619048,1.0
795000,3.4189384,0.7104261,79.19047619047619,0.033791862,0.2651762,0.0002524454,0.18414848,0.00042232755,0.9047619047619048,0.9047619047619048,1.0
800000,3.4189382,0.6855588,79.62295081967213,0.0169458,0.26548263,0.00025214866,0.18404956,0.00042184282,0.9016393442622951,0.9016393442622951,1.0
805000,3.4189384,0.69067633,79.0952380952381,0.012705518,0.31247532,0.0002518518,0.1839506,0.00042135792,0.90625,0.90625,1.0
810000,3.4189382,0.72797745,79.0,0.036344185,0.28906572,0.00025155357,0.1838512,0.0004208708,0.9032258064516129,0.9032258064516129,1.0
815000,3.4189384,0.7600179,79.85483870967742,0.06750236,0.3182815,0.00025125136,0.18375045,0.00042037718,0.9032258064516129,0.9032258064516129,1.0
820000,3.4189382,0.76987535,79.4,0.023506112,0.298691,0.00025095523,0.18365175,0.00041989353,0.9016393442622951,0.9016393442622951,1.0
825000,3.4189384,0.7015768,78.9076923076923,0.008715099,0.2608049,0.0002506505,0.18355018,0.00041939586,0.9032258064516129,0.9032258064516129,1.0
830000,3.4189382,0.7637895,79.54098360655738,0.02913707,0.28682718,0.00025034876,0.1834496,0.00041890293,0.9032258064516129,0.9032258064516129,1.0
835000,3.4189382,0.7131678,79.35483870967742,0.06286447,0.27394268,0.00025004477,0.18334824,0.0004184064,0.9032258064516129,0.9032258064516129,1.0
840000,3.4189382,0.6584659,79.12698412698413,0.016553346,0.29200128,0.00024974972,0.18324989,0.00041792452,0.8923076923076924,0.8923076923076924,1.0
845000,3.4189382,0.6047188,79.66129032258064,0.10381238,0.29240185,0.00024945385,0.18315129,0.00041744125,0.9032258064516129,0.9032258064516129,1.0
850000,3.4189384,0.693091,79.37096774193549,0.014013959,0.3189989,0.00024914887,0.1830496,0.00041694308,0.9032258064516129,0.9032258064516129,1.0
855000,3.4189382,0.78986555,79.65573770491804,0.042007975,0.25022718,0.00024884762,0.1829492,0.00041645102,0.9016393442622951,0.9016393442622951,1.0
860000,3.4189384,0.6429283,85.83050847457628,0.019598242,0.32323435,0.00024854872,0.18284959,0.0004159629,0.8983050847457628,0.8983050847457628,1.0
865000,3.4189382,0.89000136,79.0,0.07085654,0.26079762,0.0002482398,0.18274659,0.00041545837,0.9016393442622951,0.9016393442622951,1.0
870000,3.4189382,0.715965,79.08196721311475,0.017341617,0.2719819,0.00024794906,0.18264967,0.00041498343,0.9016393442622951,0.9016393442622951,1.0
875000,3.4189382,0.6844736,79.0625,0.042470586,0.2769829,0.00024764845,0.18254949,0.00041449248,0.9032258064516129,0.9032258064516129,1.0
880000,3.4189382,0.6977352,79.39655172413794,0.10731931,0.2732236,0.00024735296,0.18245098,0.00041400982,0.9016393442622951,0.9016393442622951,1.0
885000,3.4189382,1.0766575,78.88709677419355,0.68277925,0.27602735,0.00024705572,0.18235193,0.00041352428,0.9047619047619048,0.9047619047619048,1.0
