Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
850000,3.418938,0.6395981,80.16666666666667,0.13768135,0.3099932,0.00024914846,0.18304947,0.00041694244,1.0,1.0,1.0
855000,3.4189382,0.31173342,80.16666666666667,0.8448802,0.29803124,0.0002488562,0.18295206,0.00041646507,1.0,1.0,1.0
860000,3.4189382,0.71883166,84.28070175438596,0.05447055,0.30102903,0.00024855192,0.18285064,0.0004159681,1.0,1.0,1.0
865000,3.4189382,0.78325826,80.20408163265306,0.075133145,0.2967261,0.00024823952,0.1827465,0.00041545785,1.0,1.0,1.0
870000,3.4189377,-0.014017532,94.61666666666666,0.022568034,0.2934161,0.00024795026,0.18265007,0.00041498532,0.1864406779661017,0.1864406779661017,1.0
875000,3.4189382,-0.19428594,75.05084745762711,0.07202593,0.27512488,0.00024764435,0.1825481,0.00041448566,0.16393442622950818,0.16393442622950818,1.0
880000,3.4189382,0.051159672,70.234375,0.041925535,0.2891029,0.0002473506,0.1824502,0.00041400595,0.16666666666666666,0.16666666666666666,1.0
885000,3.418938,0.10242323,72.38,0.0023924643,0.29056966,0.00024704626,0.18234876,0.00041350877,0.19607843137254902,0.19607843137254902,1.0
890000,3.4189382,-0.012065075,90.47540983606558,0.034433886,0.29432926,0.00024675607,0.18225202,0.00041303484,0.15625,0.15625,1.0
895000,3.4189382,0.1355886,69.1875,0.036415048,0.26570183,0.00024645144,0.1821505,0.0004125374,0.15384615384615385,0.15384615384615385,1.0
900000,3.4189382,0.3268588,69.15384615384616,0.08142336,0.26969886,0.00024615246,0.18205082,0.000412049,0.15384615384615385,0.15384615384615385,1.0
905000,3.4189382,0.0772492,69.35384615384615,0.00537236,0.2905456,0.00024584908,0.18194968,0.00041155337,0.15625,0.15625,1.0
910000,3.4189382,0.42107368,73.66129032258064,0.0642825,0.27635437,0.00024555184,0.1818506,0.00041106783,0.19047619047619047,0.19047619047619047,1.0
